,Unnamed: 0,origin,tweet_text,label
4435,4435,ARC,هل ينقل البعوض والذباب فيروس كورونا من شخص إلى آخر؟ لبنان_الجديد,True
4436,4436,4IF,رئيس الفلبين يتطوع لتجربة لقاح روسي ل كورونا على نفسه,False
4437,4437,ARC,يبدأ اليوم مستشفى مدينة ووهان الصينية بإستقبال المصابين ب فيروس_كورونا، الملفت للإنتباه الفترة الزمنية الخيالية التي استغرقها بناء المستشفى والتي لم تتعدى 10 أيام,True
4438,4438,ARC,الكاتب الامريكي دين كونتي تنبأ بظهور فايروس كرونا في مدينة ووهان الصينية عام 1981 في روايته عيون الظلام,False
4439,4439,4IF,أعلنت منظمة_الصحة_العالمية عن إمكانية التوصل إلى لقاح آمن مضاد لفايروس كورونا وعدد اللقاحات المرشحة 32 لقاحاوهم قيد التجارب السريريه,True
4440,4440,ARC,هل يساعد تناول الثوم في الوقاية من العدوى بفيروس كورونا المستجد؟ يعد الثوم طعاما صحيا، ويتميز باحتوائه على بعض الخصائص المضادة للميكروبات. ومع ذلك، لا توجد أي بينة تثبت أن تناول الثوم يقي من العدوى بفيروس كورونا المستجد,True
4441,4441,4IF,مدير قسم المناعة والفيروسات بمستشفى الملك فيصل التخصصي أشرف الدادا: اللقاح الروسي ل كورونا لم يتجاوز المرحلة الثالثة من التجارب السريرية قبل التصريح بتصنيعه العربية,True
4442,4442,ARC,توضيح التصريح الكامل للدكتورة منى المسلماني بشأن نتائج العلاج بالبلازما خلال 3 أيام الوطن الدوحة قطر فيروس_كورونا,True
4443,4443,ARC,بكين سانا أعلنت السلطات الصينية يوم امس عن تحقيق نجاح في التوصل لدواء مضاد لفيروس كورونا.. اراد المارد_الصيني استعراض عضلاته على العالم و فرض نفسه كقوة عالمية فتم قمعه بفايروس لعين إنها الحرب_الجرثومية اقوى من الحرب_النووية يتبع,False
4444,4444,4IF,"مطار الخرطوم إستقبل اليوم أول دفعة من لقاحات كورونا، والبالغة 820 ألف جرعة من لقاح ""أسترازينيكا"" البريطاني. وبهذا يصبح السودان من بين أول 3 دول إفريقية تتلقى اللقاح عبر برنامج كوفاكس. الشكر للدول التي أسهمت في ذلك، ولوزارة الصحة على المتابعة، وكل الوزراء الذين تعاقبوا، والعاملين.",True
4445,4445,ARC,كورونا.. إلتقطت هذه الصورة صباح يوم الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه عرطه.. صح الكلام ده ولا,False
4446,4446,4IF,شفاء 4 حالات من المصابين بفيروس كورونا المستجد، ليصبح عدد المتعافين 43 حالة. حمى الله الجميع من كل شر,True
4447,4447,4IF,كورونا — منظمة الصحة العالمية: لا يوجد حتى الآن أي لقاح استوفى الشروط الضرورية,True
4448,4448,ARC,الغبار و الجو الحار نعمة من الله علينا في هذا التوقيت ليقضي على الفيروسات السابحة في الهواء و عزل بلادنا عزل طبيعي من فيروس_كورونا,False
4449,4449,ARC,«عيون الظلام».. رواية أميركية تنبأت ب« كورونا » قبل 40 عاما | الشرق الأوسط,False
4450,4450,4IF,روسيا تعلن أنها ستختبر لقاح كورونا على 40 ألف شخص.,True
4451,4451,ARC,كورونا.. إلتقطت هذه الصورة صباح الجمعة لطائرة الخطوط الاماراتية مقلعه من دبي إلى بكين ( الصين ) وعلى متنها راكب واحد فقط يحمل الجنسية اليمنيه رايح يشتري بضاعه عرطه.. ويايمني مايهزك ريح,False
4452,4452,MFH,اتقدم بأحر التعازي وصادق المواساة الى الكابتن_يوسف_شفاقه_العنزي وعائلة الجروان الكرام بوفاة والدتهم اثناء قيامه بمهمته الوطنية للصين. نسأل الله لها الرحمة وان يسكنها فسيح جناته ويلهمهم الصبر والسلوان اوصف_الشعب_الكويتي_بكلمة كورونا,True
4453,4453,ARC,يا جماعة منظمة الصحة العالمية WHO.. تحذر أن التدخين يزيد من قابلية المدخن للإصابة ب فيروس_كورونا .. رجاء لصحتك وصحة من تحب وتوقف عن التدخين.. الله الشافي المعافي الهادي إلى سواء السبيل,True
4454,4454,ARC,الصين أعلنت حالا إنها نجحت فى السيطرة على فيرس كورونا ببلازما الدم من المتعافين من المرض بعد أن استخدمت بلازما دم المريض المتعافي لحقن المصاب ووجدت تحسن كبير في الحالات الخبر صحيح ؟!! تم تدشين العلاج أول امس و انه تم الإعلان عنه اليوم فايروس كورونا تمت السيطرة عليه,True
4455,4455,ARC,.. المدخنين هم أكثر عرضة للمضاعفات من مرض فيروس كورونا كوفيد19 إذا ما اصيبوا بالعدوى!! تكفون_اقعدوا_في_بيوتكم,True
4456,4456,ARC,توصية قد تبدو غريبة.. هل يمكن لأمهات مصابات بفيروس كورونا إرضاع أطفالهن؟ لتخطي الحجب: للمزيد:,True
4457,4457,ARC,الصين بصدد الانتهاء من بناء مستشفى استغرق 7 أيام فقط لمواجهة فيروس كورونا. . الإمارات رؤية_الإمارات عين_في_كل_مكان,True
4458,4458,ARC,"منظمة الصحة العالمية لم تقل إن غزة هي ""المكان الوحيد في العالم الخالي من فيروس_كورونا_المستجد"" الفيديو يصور رئيس البرازيل جايير بولسونارو وهو يلقي، خلال حفل ديني، خطابا لا علاقة له بغزة أو بالفيروس المستجد CoronaVirusFacts",True
4459,4459,4IF,الرئيس الروسي يعلن تسجيل أول لقاح ضد فيروس كورونا في العالم جريدة_الراية | لأجل_قطر_كلنا_في_البيت | روسيا,True
4460,4460,MFH,مش زعلان إلا على لكبرت شفافها و حتلبس كمامة سنموت_بعد_قليل لا_داعي_للهلع كورونا,False
4461,4461,MFH,الكويت_كورونا الصين يشوفون اي حيوان ياكلونه الهند يشوفون اي حيوان يعبدونه الكويت يشوفون اي حيوان ينتخبونه,False
4462,4462,MFH,"بي بي سي عربي- عاجل: منظمة الصحة العالمية: الاعتقاد بأن فيروس كورونا سيختفي بحلول الصيف ""أمل زائف""",True
4463,4463,ARC,إذا كنت من المدخنين، تعرف على أسباب ارتفاع خطورة تعرضك للإصابة ب فيروس_كورونا_المستجد (كوفيد19).. كن حذرا لقد حان الوقت للإقلاع عن التدخين صحيفة_الخليج خلك_في_البيت ملتزمون_يا_وطن فيروس_كورونا كورونا,True
4464,4464,ARC,الغبار قاتل كورونا بإذن الله لكل شيء فائدة نسأل الله السلامة والعافية,False
4465,4465,MFH,ايران_تصدر_كورونا_للخليج الخونة زوار إيران هم من يصدرون كورونا للخليج.,False
4466,4466,ARC,اختبار بسيط لمعرفة فيروس كورونا خلال عشرثواني فقط بدون مراجعة إلى طبيب او مختبر ، الذي لم يعرفه أحد حتى الآن! قد لا يظهر كورونا في البداية أي علامات للعدوى ،لحد 28 يوم من ظهور أعراض COVID 19. يقدم الأطباء اليابانيون اختبارا بسيطا يمكننا القيام به كل صباح! خذ نفسا عميقا,False
4467,4467,MFH,ثقافة غسل اليدين بالماء والصابون او تطهير اليدين بمحلول مطهر عند دخول المنزل يجب اتباعها للوقاية من كورونا . قطر Qatar,True
4468,4468,ARC,عاجل من  : إصابة أليكسيس سانشيز ب فايروس كورونا .,False
4469,4469,4IF,أكثر من 80 جنسية .. 5000 متطوع يتلقون أول جرعة من لقاح كورونا بالإمارات . الشارقة_للأخبار الإمارات فيروس_كورونا,True
4470,4470,4IF,"مع_الحكيم شركة ""مودرنا"" الأمريكية: نتائج أولية مبشرة للقاح ضد كورونا أعلنت شركة موديرنا الأميركية نتائج ""واعدة"" في المرحلة الأولى لتجارب لقاح ""مناعي"" ضد فيروس كورونا المستجد.. التفاصيل  كوفيد19 covid19 coronaupdate corona",True
4471,4471,ARC,الإعدام لمن يحمل فايروس كورونا في كوريا الشمالية خادم_الحرمين_الشريفين بريطانيا_العظمي السناب الغاء_الترم_الثاني كلمة_الملك_سلمان التعليم نجاح_جميع_الطلاب تعلمت_من_قعدت_البيت الحجز_المنزلي,False
4472,4472,MFH,انو البلد علق رحلاتو ونحنا بعدنا معلقين بالهواء سنموت_بعد_قليل لا_داعي_للهلع CoronaViruesue كورونا_للوطن,False
4473,4473,ARC,وباء قاتل كل 100 سنة وسر خطير في رقم 20 كورونا_الصين كورونا,False
4474,4474,ARC,فيروس_كورونا لون الكمامة الطبية الأبيض و الأزرق يختلف فالجهة البيضاء مسؤولة عن التعقيم فإن كنت مصاب وأردت أن تحمي الناس من حولك يجب أن تضع الجهة البيضاء إلى الداخل أما الجهة الزرقاء فهي لتجنب العدوى وحماية نفسك من الاخرين الجهة البيضاء إلى الخارج و الزرقاء على فمك,False
4475,4475,ARC,يقول ثبت أن وباء كورونا لا يصيب المسلمين الأمر الذي تسبب بدخول 20 مليون صيني في الإسلام !,False
4476,4476,4IF,وافقت الصين على إجراء تجارب بشرية على لقاح مرشح جديد لمرض فيروس كورونا الجديد (كوفيد-19)، والذي تم إنتاجه باستخدام خلايا حشرات. وتم إصدار لقاح البروتين المؤتلف من خلال تصريح بحث سريري من مصلحة الدولة للمنتجات الطبية، حسبما ذكر مطور اللقاح، مستشفى غرب الصين بجامعة سيتشوان مؤخرا.,True
4477,4477,ARC,"""عاجل.. كارثة تحل على الإمارات: بعد نواياها بنقل كورونا إلى اليمن.. إصابة محمد بن زايد بكورونا وقرار عاجل بتأجيل أكسبو دبي 2020م"" almashadel yamani feedly",False
4478,4478,4IF,هذه الصفقة تأتي بعد صفقة مماثلة عقدتها الولايات المتحدة مع شركة Novavax بتاريخ 7 جولاي، تلتزم فيها الشركة بتزويد الحكومة الأمريكية ب 100 مليون جرعة لقاح كوفيد_19 بتكلفة 1.6 مليار دولار أمريكي. كورونا,False
4479,4479,ARC,عاجل-مصيبة تحل على الإمارات.. إصابة محمد بن زايد ب”كورونا” وقرار عاجل بتأجيل اكسبو دبي 2020,False
4480,4480,MFH,انتقل الى رحمة الله اللاعب الدولي الخلوق احمد راضي بسبب اصابته بفيروس كورونا أسأل الله العلي القدير أن يتغمد الفقيد بواسع رحمته ويسكنه فسيح جناته ويلهم أهله الصبر والسلوان.. إنا لله وإنا اليه راجعون,True
4481,4481,ARC,"إيطاليا كورونا_الجديد المواطنون في إيطاليا يلقون بأموالهم في الشوارع قال تعالى ""يوم لا ينفع مال ولا بنون .. إلا من أتى الله بقلب سليم""",False
4482,4482,ARC,العام_الدراسي لبنان فكت نفسها من تفشى المرض + لو ما انهو العام الدراسي وشخص واحد مصاب با كورونا وأنتشر المرض با المدرسه والطلاب رجعوا بيوتهم وعدو اهلهم ونتشر المرض ؟ فكونا وخلو درجات الكورس الاول نفسها وسلامتكم,False
4483,4483,MFH,الرئيس الجزائري، عبد المجيد تبون، يقول إنه دخل في حجر صحي طوعي إثر إصابات ب كورونا في رئاسة الجمهورية والحكومة الجزائر,True
4484,4484,4IF,س: هل سيتم حجري في حالة مشاركتي متطوعا في التجارب السريرية للمرحلة الثالثة من اختبار تطعيم الكورونا ؟ ج: لا ، ليست هناك حاجة للحجر لأجل_الإنسانية,False
4485,4485,ARC,اصابة ولي عهد ايران محمد بن زايد بفيروس كورونا,False
4486,4486,ARC,تابع أخبار الكورونا: السعودية: إغلاق الحرمين بعد صلاة العشاء وإعادة فتحهما قبل صلاة الفجر احترازيا من كورونا السعودية تعلن تسجيل 3 حالات جديدة للإصابة بفيروسكورونا أحدهما قادم من الكويت,True
4487,4487,MFH,كورونا في الجزائر: 612 إصابة جديدة و13 حالة وفاة,True
4488,4488,ARC,نجم يوفنتوس باولو ديبالا يعلن إصابته بفيروس كورونا أورينت رياضة,False
4489,4489,MFH,خطوات احرصي على أن يتبعها طفلك بالمدرسة لوقايته من فيروس كورونا *غسل اليدين جيدا لمدة 15 ثانية *وضع منديل أو كمامة على الأنف أثناء العطس أو على الفم أثناء الكحة *فتح النوافذ للتهوية بشكل جيد *أكدي على طفلك ضرورة استخدام أدوات طعام الشخصية وعدم مشاركتها مع أي شخص,True
4490,4490,4IF,كورونا في البداية كانوا في سباق مع الزمن والآن يقولون إنهم في سباق مع الفيروس نفسه! علماء اوكسفورد الذي يجرون تجارب متقدمة على لقاح للوباء يخشون اختفاء الفيروس مع تناقص الإصابات في لندن بوتيرة سريعة ويقولون إن فرص نجاح اللقاح 50٪,False
4491,4491,ARC,رئيس كوريا الشمالية يقول ان فايروس كورونا لن ينتشر في بلادة ، لأنه سيتم اعدام اي شخص يصاب بهذا المرض… صاحب الحلول السريعة فيروس_كورونا,False
4492,4492,MFH,اللي بعد ما حدا منتبه بي موضوع الكورونا إنو إذا المصاب تعافى هل ممكن يرجع يصاب أو لأ هون السؤال و الباقي تفصيل! لا_داعي_للهلع سنموت_بعد_قليل كورونا_لبنان منظمة_الصحة_العالمية,False
4493,4493,4IF,فيديو: ابنة بوتين تتلقى اللقاح الذي أعلن عنه رئيس روسيا اليوم كأول لقاح لفيروس كورونا في العالم,True
4494,4494,4IF,بشرى من «الصحة العالمية»: 6 لقاحات ضد كورونا تدخل مرحلة متقدمة من التجارب  الصحة_العالمية فيروس_كورونا كورونا لقاح_كورونا,True
4495,4495,ARC,خبير صيني يجزم ويؤكد ان استنشاق بخار الماء يقضي على فيروس كورونا نهائيا اذا كان موجودا في الرئتين أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة .. تلك روشتة من عقر دار الكورونا,False
4496,4496,MFH,سحابة الحزن تغطي سماء أبوعبالي حالات وفاة تلو الأخرى ومن أصعب وفيات كوفيد19 قبل أيام حالتي وفاة لأخت وأخوها وحالتي وفاة أخرى لأم فارقت الحياة وفجعنا صباح اليوم بوفاة الإبن نسأل الله لهم الرحمة والمغفرة وأن يلهم ذويهم الصبر والسلوان إنا لله وإنا إليه راجعون.. كورونا_أتعبتنا,True
4497,4497,MFH,credit:  .. الكمامة لا تحتاجها في كل وقت.. هل تعرف متى يجب عليك لبسها ؟ الوقاية_من_كورونا كورونا_الجديد كورونا Covid19 دكتورة_سمارة,True
4498,4498,ARC,كورونا يصيب الامارات بالشلل التام وسط انباء عن اصابة محمد بن زايد بالفيروس,False
4499,4499,ARC,كورونا بعد فيروس كرونا هجوم اسراب من الغربان والبعوض على الصين شي عجيب .. { و مايعلم جنود ربك الا هو } الصين أين ربكم الذين تدعون من دون الله,False
4500,4500,4IF,مبتدا| عاجل .. وزير الصحة الروسى : إنتاج أول دفعة من لقاح كورونا خلال أسبوعين,True
4501,4501,ARC,أنظر إلى هذه الخريطة توضح مناطق المسلمين في دولة الصين لم تتعرض إلى إنتشار فيروس_كورونا .. سبحان الله,False
4502,4502,ARC,الصين تعلن الحرب النووية على أمريكا وتهدد بمسح واشنطن من على وجه الأرض وتتهمها رسميا بالوقوف وراء فيروس كورونا منقوله والله أعلم,False
4503,4503,ARC,1720 فيروس حطم البشر 1820 فيروس حطم البشر 1920 فيروس حطم البشر 2020 فيروس حطم البشر هل لاحضتم شيئ كل100 سنة يآتي فيروس. هل هي مجرد صدفة ام مفتلعة؟ كل 20 عام من كل قرن من الزمن يآتي وباء قاتل فيروس_كورونا فعاليات_الحجر_المنزلي,False
4504,4504,4IF,الحكومة البريطانية تقول ان عواقب التخلف عن الدراسة بسبب الكورونا اسوأ من المرض نفسه بالنسبة للأطفال لأن الموضوع مطول معانا و اللقاح لسة قدامه وقت و قعدة الأطفال في البيت لها عواقب نفسية و جسمانية,True
4505,4505,ARC,حافظوا على الوضوء والصلاة شوف المقطع عن فيروس كورونا الحمدلله الذي خلقنا مسلمين . . كورونا,False
4506,4506,4IF,لقاح نوفافاكس ضد كورونا .. يبشر بالخير الشركة تستخدم «العثة» في إنتاجه,True
4507,4507,ARC,"سنة1981 نشر الأمريكي""دين كونتز"" رواية خيالية بعنوان""عيون الظلام""،روى فيها كيف صنع الحزب الشيوعي الصيني فيروسا،سماه Wuhan-400،في مختبر سري في ضواحي""ووهان""! وتقول الرواية إنه صنع عن قصد كسلاح بيولوجي،شديد العدوى ومميت! التشابه جعل روايته وكأنها تكهن بوباء فيروس_كورونا الحالي",False
4508,4508,4IF,"خبر جديد بتاريخ اليوم ! منظمة الغذاء والدواء FDA تطالب بتسريع عملية إنتاج لقاح COVID-19 قبل المرحلة السريرية ، وستمنح التصاريح للشركات .! هذا الإعلان جاء بعد إتهام ترامب لهم بأنهم هم سبب بتعطيل اللقاح ! عينكم على : $PFE , $AZN , $MRNA",True
4509,4509,4IF,انطلاق المرحلة الاخيرة من لقاح فيروس كورونا في 89 مركزا في الولايات المتحدة بمشاركة 30 الف متطوع. المتطوعون سيتلقون جرعتين من اللقاح بينهما 28 يوما والنتائج في نوفمبر.,False
4510,4510,4IF,وزير الاتصالات يقول لكم: 16 خدمة بريدية في خدمتكم… 12 تطبيق توصيل يساعدكم… لن ينقصكم شيء مع هذه الخدمات والتطبيقات… أبقى آمنا في منزلك… والتطبيقات تخدمك امر_ملكي,True
4511,4511,ARC,كريستيانو_رونالدو يحول فنادقه في البرتقال الى مستشفيات لعلاج مصابي كورونا وطقاقتنا تمتلك طائرة خاصة وترتدي كمام من الألماس (يا أمة ضحكت من جهلها الأمم),False
4512,4512,ARC,اليونسكو قد يكون للثوم نكهة لذيذة، لكنه لا يقي من فيروس_كورونا_المستجد. لا تنشروا الشائعات إن المعركة ضد كوفيد_19 تلزمنا أيضا بالتصدي للمعلومات المضللة. تبادل_المعلومات تبادل_المعرفة,True
4513,4513,ARC,خبير صيني يجزم ويؤكد ان استنشاق بخار الماء يقتل فيروس كورونا 100% اذا كان موجود في الرئتين أو الحنجرة أو الأنف فالفيروس لا يحتمل درجة حرارة بخار الماء الدافئة .. ارجو نشر هذه المعلومه في صفحتكم وعلى أوسع نطاق . منقول,False
4514,4514,ARC,الله أكبر إيطاليا اعلن الرئيس الإيطالي تسليم الأمر الى السماء نزل المسلمين للشوارع وضجت الشوارع بالدعاء الله الواحد القهار وصلى معهم النصارى صلاة المسلمين  فيروس_كورونا اعاد العالم إلي الله إلا ملحدين المسلمين,False
4515,4515,4IF,"أظهر ""فاعلية عالية"".. الصحة السعودية تعلن تجربة سريرية جديدة ل لقاح كورونا الصيني الصين بوابة_الأخبار",True
4516,4516,ARC,صاحب بيت في القطيف خايف من كورونا قام لف كل بيته ب قصدير استغفرالله استخفوا العالم,False
4517,4517,4IF,معارك خفية بين شركات الدواء العالمية حول حقوق انتاج لقاح ودواء ل فيروس_كورونا ، واتهامات ألمانية لترمب بأنه حاول رشوة علماء ألمانيا ..,False
4518,4518,ARC,الغبار نعمة من الله للقضاء على الفيروسات بالذات أن فيروس كورونا دخل الكويت. الحمدلله,False
4519,4519,ARC,الله أكبر ، عدد كبير من الصينين اعتنقوا الاسلام في يوم واحد ، لن تستطيع اي قوة في العالم انقاذهم مما حل بهم ، غير الله ، اسلامهم مكسب عظيم لنا في الدنيا والآخرة . كورونا الصين,False
4520,4520,ARC,تمكنت وزارة الصحة من شراء مليون حبة من دواء هايدروكسي كلوروكوين من الهند، والذي اعتمدته الوزارة كأحد الأدوية المستخدمة لعلاج مرض كوفيد19 قروب_دار_السلاطين عمان_تواجه_كورونا خليك_بالبيت,True
4521,4521,4IF,"الرئيس دونالد ترامب عبر تويتر : ""الدولة العميقة"" في إدارة ""الغذاء والدواء"" بإبطاء تجارب لقاحات كورونا  فيروس_كورونا كوفيد_19 الولايات_المتحدة_الأمريكية بوابة_الأخبار",False
4522,4522,ARC,"خرافة قديمة لمواجهة انتشار فيروس_كورونا قرية ""كبوه"" في إندونيسيا تستعين بأشباح للقيام بدوريات في شوارعها، على أمل أن تفلح تلك الجهود في حث السكان بالتزام منازلهم والبقاء فيها كورونا عطاء_في_عملي_وسلامه_في_بيتي",True
4523,4523,ARC,لا طبعا كورونا وابراج الجيل الخامس مالهم علاقة ببعض، اتمنى تشغل مخك شوي,True
4524,4524,ARC,اذا لم ينفعك لن يضرك الموز طارد لفيروس كورونا حبه موز يوميا والضمان علي الله,False
4525,4525,MFH,الكمامة لا تحتاجها في كل وقت.. هل تعرف متى يجب عليك لبسها ؟ كورونا_مصر تعليم_مكه,True
4526,4526,ARC,هناك تقارير تقول ان الطرود من الصين ربما قد تحمل فيروس_كورونا. هذا الخبر مر على الجمارك مرور الكرام. المفروض الجمارك تقوم بتعقيم جميع الطرود من الصين. ولا يكتفى موظفيها بالتركيز فقط على التصوير والشهرة أمام حاويات جوني ووكر,False
4527,4527,MFH,الرئيس تبون يعلن تعافيه من فيروس كورونا و انه سيعود الى أرض الوطن في غضون 3 أسابيع الجزائر,True
4528,4528,4IF,منظمة الصحة العالمية تؤكد أنها لا تملك المعلومات الكافية عن اللقاح الروسي المضاد لكوفيد 19  كورونا,True
4529,4529,ARC,نتيجة لإنتشار فيروس_كورونا في جميع انحاء العالم ، يجب على جميع الأمانات في جميع مناطق المملكة ، ان تكثف رش المبيدات في الأحياء خصوصا مع انتشار البعوض في هذا الوقت ، حيث ان البعوض ينتقل من شحص لأخر وربما يصيب شخص مصاب لا سمح الله وينتقل لشخص اخر,False
4530,4530,ARC,هل تصلح المضادات الحيوية لعلاج الفيروسات؟ سؤالك_عبر_العربية تغطية خاصة عن فيروس كورونا.. نخبة من الأطباء عبر العربية يجيبون على أسئلتكم,True
4531,4531,4IF,شكك الدكتور أنتوني فاوتشي، مدير المعهد الوطني للحساسية والأمراض المعدية في الولايات المتحدة، بصورة جدية في أمان وفاعلية اللقاح الذي أعلن الرئيس الروسي فلاديمير بوتين، أمس الثلاثاء، تسجيله لعلاج فيروس كورونا المستجد. الرؤية_بلا_حدود,True
4532,4532,MFH,وردنا_اللحظة: وفاة اخرى في صفوف الجيش الابيض الدكتور شعبان_بروال في ذمة الله توفي بمستشفى سطيف الجامعي في مصلحة الإنعاش متأثرا إصابته بفيروس كورونا: اللهم اغفر له وارحمه واسكنه فسيح جناتك وألهم أهله وذويه الصبر والسلوان اللهم اجعل قبره روضة من رياض الجنة,True
4533,4533,ARC,"من كتاب ""أخبار الزمان"" بن سالوقيه يكتب عن الكورونا قبل 1000 سنة كوفيد_19",False
4534,4534,MFH,"تسجيل 116 إصابات جديدة بكورونا في الجزائر ارتفاع العدد الإجمالي للإصابات إلى 2534 تسجيل 03 حالة وفاة جديدة ارتفاع العدد الإجمالي للوفيات إلى 367 تسجيل 48 حالة شفاء جديدة من كورونا إجمالي حالات الشفاء : 894 4076 حالة تخضع للعلاج ببروتوكول "" كلوروكين """,True
4535,4535,MFH,ردة فعل اللبناني اذا وصل الجراد على البلد كورونا سنموت_بعد_قليل لا_داعي_للهلع,False
4536,4536,4IF,الرئيس الأمريكي: نعمل على الحصول على لقاح مناسب ضد فيروس كورونا بسرعة وسلامة، وسنصل إلى ذلك قبل نهاية العام الجاري، وسنبدأ بإنتاجه بكميات كبيرة ووافرة لتوزيعه على نطاق واسع بعد الحصول على الموافقات الطبية اللازمة لذلك.,True
4537,4537,ARC,انباء عن اصابة شيطان_العرب بفيروس كورونا !! نقل الناشط الحقوقي الاماراتي عبدالله الطويل عن مصدر خاص ان هناك اخبارا بأن محمد بن زايد موجود في الحجر الصحي بعد اصابته بفيروس كورونا، وهذا الامر الذي تتكتم عليه سلطات الامارات. وداعا اكسبو_دبيدولهالزجاجستعودرمال_لامحاله,False
4538,4538,MFH,انتقل الى جوار ربه الاستاذ قاسم مطشر قاسم مدير فرع ميسان للمنتجات النفطيه بعد صراع مع مرض الكورونا انا لله وانا اليه راجعون والرحمة للفقيد الطيب ولاهله ومحبيه الصبر والسلوان,True
4539,4539,4IF,إذا كان سؤالكم عن سبب الارتفاع فهو بسبب وجود أكثر من 70 مصاب حاملين للجنسية التركية وهم الأن تحت رعاية وزارة الصحة يعاملون معاملة أبناء الوطن التركيز على السعودية يعكس مدى الخبث والحقد الذي بداخلكم الذي يظهر جليا بهذه التغريدة التى تمثل حالتكم التي لا علاج لها,False
4540,4540,ARC,هل المضادات الحيوية فعالة في الوقاية من فيروس كورونا وعلاجه,True
4541,4541,ARC,بالفيديو..طبيبان صينيان يتفاجآن بتغير لون بشرتهما بعد تعافيهما من كورونا. | الغربال أنفو | Alghirbal Info,True
4542,4542,MFH,أول شهداء الواجب الاستاذ الدكتور أحمد اللواح أستاذ الباثولوجى بطب الأزهر ببورسعيد وذلك على إثر إصابته بفيروس كورونا أثناء عمله حيث قضي في مستشفي العزل بالأسماعيلية .. اسأل الله العظيم ان يتغمده بواسع رحمته ولأهله الصبر والسلوان,True
4543,4543,ARC,علاج مرضى فيروس كورونا_الجديد ببلازما دم المتعافين منه,True
4544,4544,MFH,في أول ظهور له منذ 15 أكتوبر-تشرين الأول الماضي.. الرئيس الجزائري عبد المجيد تبون يؤكد بدء تعافيه من فيروس كورونا ويقول إنه أصدر أوامر بالبدء في التحضير للانتخابات النيابية,True
4545,4545,4IF,"مطالبا بإجراء مزيد من الاختبارات.. وزير الصحة الألماني يشكك في نجاح لقاح كورونا ""الروسي"" العربية",True
4546,4546,ARC,توارد أخبار عن إصابة ابن زايد بفايرس كورونا المستجد ، كم تآمر على شعوب العرب والمسلمين? إصابة محمد بن زايد ب”كورونا”.. وهذه الفتاة نقلت العدوى إليه!,False
4547,4547,4IF,1-2 مقال من رويترز حول مدى نجاعة لقاح COVID-19 لكل من الصين و روسيا. حسب تحقيق قامت به الوكالة مع مجموعة من الباحثين و العلماء، فإن اللقاحين الروسي و الصيني يعتمدان على صنف معدل من الفيروس الغدي AD5 الذي يحمل مادة وراثية تذهب إلى العقد اللمفاوية ليقوم الجهاز المناعي..,False
4548,4548,4IF,راح يسعون بكل قوه تنفيذ المخطط .اغلب دول العالم مغلوبه على امرها وراح تسوي كما تآمرهم الدوله العميقه .الا وهو إجبار الناس في الدول على أخذ اللقاح بقوه ..المهم الدوله العميقة قويه جدا ولها أذرع في كل مكان في الارض .لكن ابشركم لن يستطيعو عمل شي دام الشعوب واعيه وماتخاف .لم نبدا بعد,False
4549,4549,ARC,صورة فيروس كورونا بعد تكبيره 2600 مرة تحت المجهر,False
4550,4550,4IF,إصابة عمالة آسيوية وأفريقية في قطر ب كورونا منذ أسابيع ونقلوا العدوى لآخرين العربية_عاجل,False
4551,4551,4IF,عاجل.. . وزارة الداخلية: من يخالف أمر منع التجول يعاقب بغرامة 10 آلاف ريال وتضاعف في حال التكرار فإن عاد المخالف إلى ارتكاب المخالفة فيعاقب بالسجن لمدة لا تزيد على 20 يوما. . كورونا السعودية منع_التجول,True
4552,4552,ARC,الصين انتهت من بناء أضخم مستشفى خلال عشرة أيام على شان يواجهوا هذا المرض الجديد ( فيروس كورونا ) الذي أصاب بعض أبنآء شعبهم !! ، ذكرني بجسر مذبح 15 سنه وما كملوه وقالك نترحم على عفاش وعهده وخلايفه منقول,True
4553,4553,ARC,أخبار جيدة كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ 8 فصوص ثوم كبيرة واهرسها اضف 7 كؤوس ماء ثم أغلى الخليط.. كل الثوم واشرب من الماء المغلي. بين ليلة وضحاها ستشعر بالتحسن كورونا,False
4554,4554,ARC,فيديو لصدام حسين يتحدث عن فيروس كورونا عندما هددوه الأمريكان به في التسعينات,False
4555,4555,MFH,تنعي أسرة المستشفى اليمني الفرنسي اليوم وفاة استشاري العناية المركزة ، الدكتور فؤاد الشغدري بالعناية المركزة في المستشفى الجمهوري بصنعاء إثر إصابته بفيروس كورونا - تغمد الله الفقيد بواسع رحمته وألهم أهله وذويه الصبر والسلوان - إنا لله وإنا إليه راجعون.,True
4556,4556,ARC,صدام حسين يحذر من فيروس كورونا قبل موته via,False
4557,4557,MFH,لجنة رصد ومتابعة تفشي وباء كورونا في الجزائر تسجيل 379 إصابة جديدة ارتفاع عدد الإصابات إلى 43781 تسجيل 8 وفيات جديدة ارتفاع عدد الوفيات إلى 1491,True
