,origin,tweet_text,label
2142,4IF,أدانت وزارة الخارجية الروسية يوم الجمعة ، قرار # الولايات _ المتحدة بإدراج ثلاثة معاهد بحثية روسية على القائمة السوداء ، يجري أحدها تجارب لتطوير لقاح مضاد لمرض فيروس # كورونا الجديد ( كوفيد - 19 ) ، لافتة إلى أن واشنطن ذاتها تجري بحوثا مشبوهة داخل الولايات المتحدة وخارجها . # روسيا [رابط],True
2650,ARC,[مستخدم] مساءك صحة بناء على المعلومات المتوفرة حاليا فإنه لايوجد خطر من إنتقال فيروس كورونا عبر البضائع والطرود القادمة من الصين مع تمنياتنا للجميع بالصحة والعافية,True
2124,ARC,تحذير هام انتشرت شائعة ان بخار الماء الساخن يقضي على فايروس # كورونا عبر استنشاقه ان استنشاق البخار بكميات كبيرة يسبب الالتهاب الرئوي والسبب ان الرئة عند استنشاق البخار تتشبع بلبخار الذي يتحول الى ماء داخل حويصلات الرئة وأن وجود الماء في الرئتين هو أمر خطير يمكن أن . . يتبع,True
3757,ARC,[مستخدم] للعلم تم الحذف من يوتيوب ! ! فريق بحثي علمي فرنسي يفضح بالأدلة مخترع # فيروس _ كورونا بأنه ظهر في فيتنام عام 2003 وتم تطويره ويوجد فيه براءة اختراع اوربية مترجمة لثلاثة لغات الفرنسية الالمانية الانجليزية وأن اللقاح موجود بفرنسا,False
765,ARC,الوزيره ذهبت الى الصين ومعها اقوي مصل انفلونزا كورونا في العالم تم اختباره في اقوي معامل المصل واللقاح . كل التحيه والتقدير والاحترام لوزيرة الصحه ولرجال المصل واللقاح سفير الصين في القاهره شكر مصر لمد يد العون للصين هانقول الف مبروك بعد إثبات نجاح المصل والعلاج في الصين,False
2295,ARC,[مستخدم] السارين غاز كيمياوي محرم دوليا # كورونا فايروس طور في مختبرات ليتم اضافته لغاز يستخدم كسلاح بيولوجي من صنعه أخذ بعض من تركيبات الغازات السامة المحرمة دوليا ومنها غاز السارين وماذا يفعل هذا الغاز بالجهاز التنفسي نجحت تجربته ولكن فقد السيطرة عليه,False
3233,4IF,عراب الانقلاب والغدر والعقوق في قطر بدء التغريدات ب # كورونا ثم اقحم 11 سبتمبر ، ثم حول على الدول العربية ، ثم على دول الخليج ثم اختتم بان قطر دولة الصمود وان استمرت المقاطعة 3 سنوات ثم اختتم التغريدة بالتوسل لانهاء المقاطعة . . توظيف رخيص وغبي الاسم : بن جاسم الوظيفة : جمال ريان,False
3169,ARC,أخبار جيدة كورونا فيروس أوهان يمكن معالجته بماء الثوم الطازج المغلي طبيب صيني مسن اثبت فعاليتها وكذلك عدة مرضى استخدموها واثبتوا فعاليتها خذ 8 فصوص ثوم كبيرة واهرسهااضف 7 كؤوس ماء ثم أغلى الخليطكل الثوم واشرب من الماء المغليبين ليلة وضحاهافي غمضة عين ستشعر بالتحسن والشفاء,False
517,ARC,قطر : حظرت دخول المصريين إلى أراضيها مؤقتا ، ومصر أخدت قرار بمنع دخول القطريين . الكويت : وقف الرحلات الجوية من وإلى مصر لمدة أسبوع ، على أن تعود يوم 13 مارس الجاري ، وبناء عليه شركة مصر للطيران ألغت رحلاتها اليومية إلى الكويت لحين إشعار آخر . # نشرة _ كورونا,False
4118,ARC,لست طبيب كي اعالج المرضى ولست عالم حتى اكتشف علاجا للمرض لكن ما اعرفه هو ما اخبرنا به ديننا قبل مئات السنين وهي الطهار وما اعنيه بذلك هو الوضوء فالوضوء بمثابة الدواء لكل الجراثيم فيجب على المسلمين وغير المسلمين التمسك بالوضوء على الاقل هذه الفتره # فيروس _ كورونا _ الجديد,False
1209,4IF,1 . 000 . 000 جرعة لقاح معطاة في # السعودية # عاجل # عكاظ # ان _ تكون _ اولا # تطبيق _ عكاظ [رابط] [رابط],True
2465,ARC,# كورونا _ الجديد : : معلومة اتمنا التعليق عليها قال صل الله عليه وسلم . - # الوضوء سلاح المؤمن # الوضوء اقوى وقايه من انتقال الفايرس عن طريق التنفس يعني تستنشق وتتمضمض خمس مرات في اليوم تنضيف للانف من اي اذى,False
668,ARC,الدكتور لوك مونتانييه بيؤكد ان فيروس # كورونا _ الجديد تصنيع صيني في مختبر حكومي بووهان وان كان نتيجة تجارب لعلاج وللقاح لفيروس الايدز ال cia والسفارة الأمريكية في بكين زارو المختبر ده اكثر من مرة في 2018 و 2019 وانتقدوا اجراءات السلامة في المختبر ده لازم يكون فيه عقوبات عالصين,True
1629,4IF,بعد ساعات قليلة . . # بريطانيا تبدأ تجربة لقاح ضد # كورونا على البشر | # شاهد _ سكاي # كوفيد _ 19 # خليك _ بالبيت [رابط],True
1837,ARC,شكل علاج # الكورونا الثوم ( :,False
4754,MFH,بالصين اي حيوان يلاقونه ياكلونه وبالهند اي حيوان يلاقونه يعبدونه وبالكويت اي حيوان يلاقونه ينتخبونه عرفتو ليش صارت الكورونا الحين 😂,False
4620,MFH,دعواتكم أحبتي الكرام بمزيد من الحزن والاسي توفي يوم أمس اخي وحبيبي الغالي بخيت نوالدين بداء الكورونا بأبروف ربنا يتغمده بواسع رحمته إنا لله وإنا إليه راجعون اللهم اغفر له وارحمه واسكنه فسيح جناتك والهم أهله الصبر والسلوان وربنا يبدل شبابه بالجنة ( عليكم الله الزموا بيوتكم ) [رابط],True
1158,ARC,تنبأت رواية الكاتب الأمريكي دين كونتز المكتوبة في كتابه : عيون الظلام The Eyes of Darkness والمنشورة عام 1981 بانتشار فيروس كورونا التاجي عام 2020 # فيروس _ كورونا _ المستجد # كورونا # الكويت via [مستخدم],False
1115,MFH,سنموت بعد قليل 😷 # كورونا # كورونا _ لبنان # شكرا _ كورونا # شكرا _ ايران _ عالكورونا,False
1983,ARC,حقيقة إصابة # محمد _ بن _ زايد بفيروس # كورونا,False
3207,4IF,وزير أميركي يحدد الأولوية في توفير لقاح # كورونا [رابط],True
1047,ARC,# وزارة _ التربية # وزير _ التربيه # نعم _ للدمج # العام _ الدراسي في أمريكا رئيسة مجلس النواب نانسي تطلب اجتماع للكونغرس لإعلان ان فايروس كورونا يمثل تهديدا . انه وباء سريع ويعتبر كارثه من الكوارث لابد من إنهاء العام الدراسي والاكتفاء بالفصل الأول مثلما فعلت لبنان,False
3371,4IF,س : هل سنحصل على التطعيم بالمشاركة في تجارب المرحلة الثالثة ؟ ج : سيتم توزيع المتطوعين على ثلاث فئات . مجموعتين سيحصلون على تطعيم حقيقي . والثالثة ستحصل على لقاح وهمي ( Placebo ) . وسيتم مراقبة المتطوعين خلال مرحلة الدراسة وإجراء المقارنات # لأجل _ الإنسانية,False
831,4IF,# أستراليا أول دولة تنتج لقاح # كورونا وتوزعه مجانا على سكانها # الغد _ المشرق [رابط],True
1020,MFH,قبل البدء في إرتداء الكمامة أو القفاز يجب عليك 🔹 تطهير اليدين بغسلهم بالماء والصابون أو بالكحول 🔹 تنشيفهما بالمناديل الورقية التي تستخدم مرة واحدة 🔹 تجنب ملامسة الكمامة أو القفاز من الداخل # المستشفى _ السعودي _ الألماني # عسير # الوقاية _ من _ كورونا # فيروس _ كورونا _ الجديد # وقاية [رابط],True
3024,ARC,عااجل ستقوم مروحيات عسكرية خاصة برش مبيدات ضد فايروس كورونا في سماء جميع محافظات مصر بدأ من الاسكندريه حتى أسوان وبذلك يجب منكم البقاء في المنازل بعد الساعه الثانيه عشر ليلا حتى بزوغ الفجر وكل من لديه ملابس منشوره في الأسطح او اغراض خاصه ، بالأستعمال اليومي يجب ازالته 👏 🌙,False
4182,ARC,تحذير أوروبي . . المدخنون أكثر عرضة لمضاعفات # فيروس _ كورونا,True
214,MFH,هل أصيب الرئيس الجزائري بفيروس # كورونا ؟ # الجزائر # عبد _ المجيد _ تبون [رابط],True
3532,4IF,عاجل - # روسيا تعلن رسميا البدء في إنتاج اللقاح المضاد ل # كورونا [رابط],True
1630,MFH,# الاميرمحمدبن _ سلمان عندي وصفه طلبيعيه تخلص السعوديه والعالم من الكورونا ، على الامير الاتصال معي لعقد صفقه الفتح باسرع وقت ، ننقذ الصحه وننقذ الاقتصاد ونرجع بالخياه الى طبيعتها تلفون 972522878900 عبدالله سلامه جاهز لمي اسلمها لكبار علماء الطب بالعالم وجربه وناجحه 100 - 100 بانه تع,False
693,ARC,أعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل الفلسطيني التى قدمته الدكتورة منار سعدي الشناوي الى وزارة الصحة الصينية لعلاج فيروس كورونا والذي أثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم,False
2658,MFH,الجزائر تعلن تسجيل 73 حالة إصابة جديدة بفيروس كورونا ( كوفيد - 19 ) ليرتفع إجمالي الإصابات إلى - 584 - . # قنا,True
4447,4IF,# كورونا — منظمة الصحة العالمية : لا يوجد حتى الآن أي لقاح استوفى الشروط الضرورية,True
4805,ARC,[مستخدم] لا لا ترا كورونا فيه بدون اعراض يعني بيفحصونك كذا او اكذا,True
2596,MFH,نعتمد على وعي # الكورونا ! 😅 # ما _ كلنا _ ماكلين _ خرا # لا _ داعي _ للهلع # سنموت _ بعد _ قليل # لبنان _ يتكروان [رابط],False
4801,ARC,◾ المصارع النمساوي الشهير ( فيلهلم أوت ) يشهر اسلامه من داخل الحجر الصحي المنزلي بسبب فيروس # كورونا بعد تفكير عميق وبحث طويل في الدين الإسلامي,True
3475,MFH,الفرق بينك وبين الي معه كورونا انه هو عمل فحص وانت لا 🤭,False
1084,MFH,منظمة الصحة العالمية : الاعتقاد بأن فيروس كورونا سيختفي خلال الصيف هو أمل زائف . # فيروس _ كورونا [رابط],True
196,ARC,# فيروس _ كورونا _ المستجد مقال عن النقاب . . النقاب اقوى من الكمامه للتصدي لمرض كورونا . . 👇 👇,False
3470,4IF,حققت دولة # الإمارات الأمس إنجازا جديدا بوصول عدد المتطوعين لتجربة لقاح فيروس # كورونا فيها إلى 15 ألفا وهو العدد اللازم لاكتمال المرحلة الثالثة من التجارب العالمية . # اقترب _ اللقاح # وقاية _ الإمارات # لأجل _ الإنسانية # 4Humanity [رابط],True
2208,4IF,رئيس لجنة مكافحة # كورونا : مصر ستنتج اللقاح بخبرات صينية نهاية العام الجاري [رابط],True
1255,4IF,شركة الصين الوطنية الدوائية تصرح بأن لقاح # كورونا سيكون متوفر تجاريا نهاية العام المصدر # الحدث # الكويت # السعودية # لبنان # بداخلي _ هالكلام,False
1767,ARC,"كما ورد : منذ ساعات قليلة حكومة الصين تعلن للعالم أجمع بشرى سارة بالقضاء على فيروس "" كورونا "" بفضل المصل المصري الذي أدهش العالم اعلنت الصين رسميا ومنذ ساعات قليلة عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا",False
2103,MFH,# عاجل | منظمة الصحة العالمية : من # الخطأ الاعتقاد بأن فايروس # كورونا سيختفي خلال فصل الصيف كما لو كان مجرد إنفلونزا # كوفيد _ 19 # Covid _ 19 [رابط],True
2659,MFH,وزارة الصحة : ستة مواطنين أنهوا فترة الحجر الصحي يغادرون مركز الحجر بعد تطبيق كافة الاجراءات الوقائية والتأكد من خلوهم من فيروس كورونا المستجد [رابط],True
1874,ARC,🔴 نجم يوفنتوس باولو ديبالا يعلن إصابته بفيروس كورونا . # pona _ news # العراق # كورونا # كورونا _ الجديد # خليك _ بالبيت,False
3526,ARC,« الصحة » : لا خطورة من استلام الطرود البريدية الواردة من # الصين # كورونا # coronavirus # ChinaVirus,True
68,ARC,علاج عن طريق حقن بلازما المتعافين من # Covid _ 19 # فيروس _ كورونا بأجسام المرضى الجدد نفس التقنية تم أستخدامها بالصين,True
568,MFH,رحم الله شهيد الواجب الاستاذ الدكتور أحمد اللواح أستاذ الباثولوجى بطب الأزهر ببورسعيد وذلك على إثر إصابته بفيروس كورونا أثناء عمله سائلين المولى ان يتغمده بواسع رحمته ولأهله الصبر والسلوان [رابط],True
1480,MFH,👈 الحجر الجزئي من 3 زوالا إلى 7 صباحا في ولايات الجزائر ، وهران ، عين الدفلى ، بجاية ، سطيف ، تيزي وزو ، تيبازة ، تلمسان ، المدية # ريح _ في _ داركم # فيروس _ كورونا # ALGER # COVID2019 # البليدة _ الوريدة _ عمرها _ ماتذبال # الجزاير # بيتك _ حياتك # COVID19dz,True
96,ARC,🔴 إصابة محمد بن زايد يعني هذا [مستخدم] ب كورونا . . كشفت مصادر في الإمارات عن إصابة ولي عهد أبوظبي بفايروس كورونا القاتل معقوله تموت و ماتشوف الحوثي بدارك ؟ معقوله تروح وتضيع لحظات دخول الحوثي للرياض ؟ لو اكو علاج ميخالف الا إذا . . # محمد _ بن _ زايد _ في _ ذمه _ الله # coronavirusus,False
3012,ARC,اختبار بسيط لمعرفه فيروس كورونا في 10 ثواني,False
139,4IF,# تطعيم عمره 100 عام قد يحمي من الإصابة بفيروس # كورونا المستجد عبر موقعنا : [رابط] # السل # لقاح # كورونا # فايروس _ كورونا # تطعيم # منظمة _ المجتمع _ العلمي _ العربي # COVID19Pandemic # كورونا _ المستجد [رابط],False
2833,MFH,اصابة نمر بفيروس كورونا في حديقة حيوان برونكس - نيويورك 🔸 [رابط],True
1108,MFH,🔴 تسجيل 185 إصابة جديدة بفيروس كورونا في الجزائر 🔴 ارتفاع العدد الإجمالي لإصابات كورونا إلى 1171 🔴 تسجيل 22 وفاة جديدة بفيروس كورونا في الجزائر 🔴 ارتفاع العدد الإجمالي لوفيات كورونا إلى 105 # فيروس _ كورونا # أقعد _ في _ دارك # ريح _ في _ داركم # الحجر _ الصحي # Algerie # restezchezvousdz,True
1221,MFH,الرئاسة الجزائرية تؤكد إصابة الرئيس تبون بفيروس كورونا [رابط],True
1412,ARC,[مستخدم] الغبار نعمه من الله للقضاء على فيروس كورونا,False
4183,MFH,الفرق الوحيد بينك وبين المصاب بالكورونا ، انه هو عمل فحص وانت لا 😁 # كورونا # كورونا _ لبنان,False
3142,MFH,إنا لله وإنا إليه راجعون الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم أهله الصبر والسلوان المتوفي من محافظة # مسقط و تعتبر ثاني وفاة من نفس المحافظة . الله يحفظ الجميع # فيروس _ كورونا # كوفيد _ 19 [رابط],True
3725,ARC,مسلسل ' ' ذا سيمبسونز ' ' الكرتوني المثير للجدل توقع انتشار فيروس # كورونا قبل 27 عاما ، في ظاهرة غريبة أخرى مرتبطة بالمسلسل حظيت باهتمام كبير,False
463,ARC,"رئيس الوزراء الايطالي 🇮 🇹 جوزيبي كونتي فقدنا السيطره كليا "" انتهت حلول الأرض الأمر متروك للسماء "" 😢 تعبير صعب ومخيف # إيطاليا _ المنكوبة # خليك _ بالبيت # كورونا # فيروس _ الكورونا # Covid _ 19 # كورونا _ ايطاليا",False
4397,ARC,كانوا يقولون لنا نحن وصل علمنا إلى سطح القمر وأنتم تتحدثون عن الطهارة وأحكام الوضوء ولكن الحمد لله ظهر الحق وزهق الباطل إن الباطل كان زهوقا . # مقال : علمكم عن كورونا . بقلم : أحمد النقيب . رابط المقال : # موقع _ مقال # الاسلام # فيروس _ كورونا,False
1116,ARC,"بسبب "" # كورونا "" . . # العراق يغلق معبرا حدوديا مع # إيران - على خلفية تسجيل حالتي وفاة وإصابات بالفيروس في إيران - إعلام محلي : خلية الأزمة بوزارة الصحة العراقية قررت منع دخول المواطنين الايرانيين إلى العراق حتى إشعار آخر",False
4663,MFH,انا لله وانا اليه راجعون لله ما أعطى وله ما أخذ وكل شي عنده بمقدار انتقل إلى رحمة الله ( حمود الشهاب ) من أبناء # الجالية _ السورية _ في _ الكويت بسبب فيروس # كورونا نسأل الله ان يغفرله ويرحمه ويسكنه فسيح جناته وان يلهم أهله وذويه الصبر والسلوان [رابط],True
594,MFH,ارتفاع عدد الوفيات بفيروس # كورونا في # الجزائر إلى 6 حالات [رابط] # الوطن # سلامتك _ هي _ سلامتي # YourSafetyIsMySafety [رابط],True
4207,ARC,اعلن كريستيانو ان جميع فنادقه Pestana CR7 Hotel سيتم تحويلها لمستشفيات للعلاج من فيروس كورونا 💉 🧪 على نفقته الخاصة 💶 💰 والمتواجدة بلشبونة و مدريد و دبي و نيويورك,False
625,ARC,لقاح كورونا سوف يكون جاهز في 2022 وهو عبارة عن شريحة إلكترونية تركب تحت الجلد . تصدقون أن هذا الشيء متداول في بعض المواقع الأجنبية . يعني الخواجة بزر واحد يقتل كل اللي ماخذين اللقاح منتم مصدقين ! ؟ بكيفكم . # الحويطات _ ضد _ ترحيل _ نيوم # شهيد _ نيوم # كورونا # كورونا _ الجديد # الأردن,False
450,ARC,هجوم اسراب من الغربان والبعوض على الصين شي عجيب # كورونا # الصين,False
4712,MFH,أعلنت الرئاسة الجزائرية ، اليوم الثلاثاء ، رسميا إصابة الرئيس الجزائري عبد المجيد تبون بفايروس كورونا المستجد .,True
4116,MFH,الفرق بينك وبين اللي معه كورونا ، انه هو عمل فحص وإنت لا # كورونا _ لبنان,False
1522,ARC,اختبار بسيط لمعرفه فيروس كورونا في 10 ثواني 1,False
2850,ARC,القناة العبرية 12 : تعلن إصابة ولي عهد أبو ظبي محمد بن زايد بفيروس # كورونا ولك شمتاان خيرات الله 😂 😂,False
2519,ARC,صاحب بيت في القطيف خايف من كورونا قام لف كل بيته في قصدير باقي يدخله الفرن 😂 😂 🔥,False
3428,ARC,كورونا تدخل قطر والكويت عن طريق ايران هوب قطر تقولك نمنع الطيران من مصر والكويت في ذيلها يا اخي ايه الناس اللي عندها حول طبي وسياسي دي نفس سياسه اليهود اكذب الكذبة وصدقها وانشرها يالا في داهيه,False
4647,4IF,رسميا . . بوتين يعلن أول لقاح بالعالم ل # كورونا # عكاظ # ان _ تكون _ اولا # تطبيق _ عكاظ # روسيا [رابط],True
150,ARC,* السعودية تعلن رسميا إلغاء الحج لهذا العام ، وإيقاف العمرة ل 10 أشهر . * # كورونا,False
3351,4IF,إن صدر اللقاح لمعالجة المصابين ب # كورونا وحتى لو كنت أنا شخصيا مصابة به - مع كل تحفظاتي وشكوكي حول حقيقته الكاملة - لن أخضع لهذا اللقاح . مكوناته تم تجهيزها بحجم وحدة النانو تحتوي على شرائح إلكترونية تتحكم بالإنسان وتوجهه كما تشاء . لن نكون عبيدا ! ! # Corona # coronadebat [رابط],False
4304,MFH,[مستخدم] [مستخدم] 1 - يجب ارتداؤها فقط عند رعاية شخص مشتبه في إصابته بعدوى كوفيد - 19 . 2 - يجب ارتداء الكمامة من قبل أي شخص يعاني من سعال أو عطس . ومن مناعتهم منخفضة 🛑 التركيز والتشديد كان أكثر شي على : غسل متكرر لليدين ، بالماء والصابون أم معقم ومطهر لأن هذا الفيروس لا ينتقل بالجو بل على الأرض والأسطح,True
4431,MFH,قنبلة على المباشر مباشرة من البيت _ الأبيض لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن # كورونا _ فيروس بأنه خدعةوبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث ويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا # كورونا _ يجتاح _ اليمن _ بصمت [رابط],False
4226,4IF,# بوتن : لقاح # كورونا أصبح جاهزا وابنتي أخذته # سكاي _ أخبار [رابط],True
4353,4IF,متحدث الصحة يكشف تفاصيل حصول مصر على لقاح فيروس كورونا [رابط],True
457,ARC,[مستخدم] مضاد فايروس الكورونا موجود بمصر من ايام الفراعنة تعرفون شنو اسمه ؟ ؟ ! ! اسمه الشلولو ، ، نعم الشلولو هي الملوخية بالثوم واللمون ولاتكثرون ياشباب لانها ( ! ! ) المهم الشلولو علاج للكورونا # الصين # وزارة _ الصحة # وزارة _ الصحة # كورونا # كورونا _ مصر # فيروس _ كورونا,False
4821,4IF,اللقاح الروسي : 📌 صرح مدير عام صندوق الاستثمار المباشر الروسي - كيريل ديميترييف أن موسكو واثقة للغاية من أن السعودية ستصبح شريكا استراتيجيا قويا في تطوير اللقاح الروسي ' سبوتنيك الخامس ' ضد # فيروس _ كورونا 📌 اتفاق تجارب سريرية مع # السعودية # الإمارات والفلبين والبرازيل وروسيا . [رابط],True
3182,ARC,فقدنا السيطرة كليا انتهت حلول الارض الامر متروك للسماء . رئيس وزراء ايطاليا # فيروس _ كورونا,False
3053,4IF,الصين تقول ان لقاح فيروس كورونا تختبره شركة سينوفاك بايو تيك تجاوز المرحلة الثانية من التجارب بنجاح وهو اساس جيد لتوسيع تجربته واستخدامه في حالة الطوارئ - وسائل اعلام صينية,True
3386,ARC,هل يساعد تناول الثوم في الوقاية من العدوى بفيروس # كورونا المستجد ( 2019 - nCoV ) ؟ يعد الثوم طعاما صحيا ، ويتميز باحتوائه على بعض الخصائص المضادة للميكروبات . ومع ذلك ، لا توجد أي بينة من الفاشية الحالية تثبت أن تناول الثوم يقي من العدوى بفيروس # كورونا المستجد - 2019,True
2266,4IF,# بشرة _ خير الرئيس بوتن يعلن عن تسجيل اول لقاح في العالم ضد فيروس كورونا # كوفيد _ 19 ويؤكد فعالية اللقاح وكفائته [رابط],True
239,ARC,# عاجل # وزارة _ الصحة تؤكد عدم وجود خطورة في التعامل مع الشحنات والطرود البريدية الواردة من # الصين وغيرها من الدول التي يسري فيها # فيروس _ كورونا _ الجديد . # واس _ عام,True
4533,ARC,"من كتاب "" أخبار الزمان "" بن سالوقيه يكتب عن # الكورونا قبل 1000 سنة # كوفيد _ 19",False
2395,ARC,العرب حاطين مكتشف علاج كورونا تونسي وان ميركل تترجاهم عشان يعطونها منه 😂 😭 😂 😭 😂 يخربيتكم على هالكذبه الفاشله هذي ، عجزوا العرب ينجحون بحياتهم قالوا خل نكذب مافي غيره نقدر نرفع انفسنا 🤣 🤣 الفيديو برعاية ( الأخونجيه ),True
2463,MFH,انا لله وإنا إليه راجعون ، إن القلب ليحزن وأن العين لتدمع ولانقول إلا مايرضي ربنا اللهم اغفر له وارحمه واسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان . يا أخوان ألتزموا في بيوتكم ، اليوم فقدنا أخ وعزيز وغالي بسبب # كورونا . . هو ممرض يسهر على راحة المرضى ، وانتقل له الفايروس 💔,True
3839,ARC,# ايطاليا نفقد السيطرة كليا عن أحتواء الفيروس ورئيس الوزراء يقول : انتهت حلول الارض والامر متروك للسماء # ا _ أحنه _ شنكول 🤷 ‍ ♀ # فيروس _ كورونا _ المستجد,False
1338,ARC,فيديو متداول . . عبر مواقع التواصل الاجتماعي رحلة الخطوط # الاثيوبية قبل قليل قادمة من # إيطاليا الي مطار # اديس معظم الركاب مصابون بالفيروس لاحول ولا قوه الا بالله # كورونا _ الجديد,False
192,MFH,الجزائر : الرئاسة الجزائرية : الرئيس عبد المجيد تبون مصاب بفيروس كورونا ويتلقى العلاج في ألمانيا وحالته في تحسن تدريجي,True
3535,ARC,نتيجه لما يتداوله البعض بشأن علاقة انتشار فيروس كورونا بأبراج شبكات الجيل الخامس للاتصالات . . تجدون في المقال المرفق توضيح الصحة العالمية بهذا الشأن,True
3628,MFH,"إصابة "" وزيرة الهجرة والمهجرين "" في # العراق ، إيفان فائق جابرو بفيروس # كورونا . . 🔴 🟡 للاشتراك في قناتنا على تليغرام : [رابط] [رابط]",True
1034,4IF,# الهند تختبر ثلاثة لقاحات ضد # كورونا وجاهزة لإنتاجها . # بوابة _ الأخبار [رابط],True
3162,MFH,كورونا بالصين بعد أأمن من لبنان 🙄 # سنموت _ بعد _ قليل # كورونا,False
2422,ARC,⚠ ما حقيقة مقطع الفيديو المنتشر لمجموعة من الهندوس يلقون أصنامهم في البحر لأنها لم تدافع عنهم ضد فايروس # كورونا ؟ إليك تحقق فريق # مسبار 👇 # اخر _ الأخبار # كورونا # منصة _ مسبار # حقائق _ كورونا # كوفيد 19 # coronavirusfact # datoscoronavirus # covid19 # عاجل,True
1881,4IF,الصحة الألمانية تعرب عن تحفظها إزاء اللقاح الروسي المضاد لفايروس # كورونا وأن ليست هناك بيانات معروفة بعد تتعلق بجودة وفعالية وعدم خطورة المصل الروسي . .,True
1519,ARC,[مستخدم] كورونا اتأ من اكلهم للكلاب والظفادع والحشرات بجميع انواعها ياذماري,False
1897,ARC,يالله خذ . . وين جماعة وش يقول عنا الغرب ! ! في استراليا منع غير الأستراليين من دخول السوبرماركت إلا بعد الساعة الثامنة وبعد أن ينتهي الأسترالي من شراء حاجياته ! ! والله يا الشعوب العربية والإسلامية أكثر تحضرا من الغرب ! # فيروس _ كورونا,False
800,ARC,للشباب فقط : في ظل التوقعات عن إصابة تميم الفخذ بفيروس كورونا هل تتوقع أن يكون الفيرس انتقل لتميم من أحد المسؤولين الإيرانيين عن طريق : # مباشر _ قطر _ اصابة _ تميم _ بكورونا # هشام _ عشماوي # كورونا # ادعم _ وزيرة _ الصحة # عود _ البطل # قطر _ تشعل _ المغرب # قطر # قطر _ كورونا # اردوغان _ النازي _ الجديد,False
4035,4IF,أمريكا . . الحكومة تبرم صفقة مع شركة مودرنا من أجل 100 مليون جرعة لقاح # كورونا [رابط],True
2900,ARC,# معلومة _ من _ العرفج أكثر الأطباء ينصحون بشراب # اليانسون للوقاية من فيروس # كورونا _ الصيني . . لذلك بدأت صباحي بهذا الشراب . . و إليكم بعض فوائده,False
4464,ARC,الغبار قاتل # كورونا بإذن الله لكل شيء فائدة نسأل الله السلامة والعافية,False
2521,ARC,اعلنت الصين رسميا عن نجاح المصل المصرى التى قدمته الدكتورة هالة وزيرة الصحة المصرية الى وزارة الصحة الصينية لعلاج فيروس كورونا والذى اثبت فاعليته بنسبة 100 % على اكثر من 7 حالات تم شفائهم لتعلن الصين ان العلماء الاطباء المصرين اثبتوا للعالم اجمع انهم صناع الحياة واصبح حق ابتكار,False
1534,ARC,# كورونا بعد الإعلان فى مصر عن اختراع علاج مرضى الأمراض المستعصية عن طريق اكل الكفتة الإعلان فى مصر عن اختراع علاج مرضى فيروس كورونا القاتل عن طريق اكل البلح الزغلول,False
3729,ARC,ثلاث رسائل من سلسلة صغيرة خاصه بمرض فيروس كورونا : 1 . قد يبقى المرضى المصابون ونقلهم بدون أعراض ، مما يجعل التتبع والاحتواء أكثر صعوبة . 2 . فترات حضانة متغير طويل ( تصل إلى 3 أسابيع + ) موجودة . 3 . نحن بحاجة إلى مزيد من البيانات . # COVID1,True
4473,ARC,وباء قاتل كل 100 سنة وسر خطير في رقم 20 # كورونا _ الصين # كورونا,False
3867,ARC,وزارة الصحة ووقاية المجتمع في # الإمارات تؤكد : لا يوجد دليل علمي على أن تناول الثوم يحمي من فيروس # كورونا المستجد ، مشيرة إلى أن الالتزام بعادات النظافة الشخصية كغسل اليدين بالماء والصابون باستمرار تساعد على الوقاية من المرض,True
99,ARC,دراسه المانيه تقول ان كورونا لاينتقل من الاسطح ، ينتقل من البشر للبشر فقط,True
881,MFH,الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان وانا لله وانا اليه راجعون # كورونا _ الكويت [رابط],True
3221,ARC,# غبار _ الرياض في رواية عيون الظلام اللتي ألفت قبل أربعين عاما تجد قصة فيروس كورونا هل ستكون النهايه الحقيقيه مطابقه للروايه,False
4759,ARC,الصين توجه رسالة اعتذار للعالم بهذي الاغنية # كورونا # كورونا _ الكويت 💔,False
191,MFH,الولايات المتحدة تسمح باستخدام علاج لكوفيد - 19 طورته شركة ريجينيرون واستخدم لعلاج ترامب # كوفيد - 19 # كورونا # لقاح # ترامب [رابط],True
2121,MFH,بقلوب مؤمنة بقضاء الله وقدره انتقل إلى رحمة الله عمي نسأل الله له الرحمة و المغفرة وأن يسكنه فسيح جناته و أن يلهم أهله الصبر و السلوان . . بعد اصابته ب # فايروس _ كورونا # كورونا,True
1001,4IF,عاجل | # ترمب : سنعلن قريبا عن لقاح ضد # كورونا [رابط] [رابط],True
